energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,artist,track_name,popularity,success
0.589,0.0907,96.992,0.0411,0.362,0.879,4,0.524,8,198557,-10.162,0.06,0,MKSTN,Lust for Delirium,43,0
0.619,0.316,119.993,0.028,0.0275,2e-05,4,0.68,7,260333,-7.08,0.677,1,The Tragic Thrills,Ain't Scared,33,0
0.434,0.119,125.989,0.0318,0.473,0.0,4,0.678,11,213827,-8.247,0.337,1,Anna Vaus,Wild Honey,48,0
0.847,0.294,99.924,0.0501,0.00078,0.0262,4,0.583,9,225231,-3.213,0.278,1,Gypsy & The Cat,Inside Your Mind,33,0
0.549,0.102,110.087,0.0261,0.574,9.32e-05,4,0.65,4,196212,-8.729,0.53,1,Leo Quintella,Camaleão,30,0
0.666,0.113,160.96,0.0678,0.256,0.0,4,0.707,5,173830,-8.272,0.923,1,Mumuzinho,Playlist,63,0
0.99,0.0947,150.051,0.133,0.000507,0.0,4,0.447,7,169751,-3.429,0.241,1,Crown The Empire,Dancing with the Dead,55,0
0.588,0.7,139.735,0.0369,0.0333,1.64e-06,4,0.322,5,354151,-8.181,0.105,1,Gabriel Guedes de Almeida,Vitorioso És - Ao Vivo,61,0
0.916,0.0933,74.994,0.166,0.0561,1.46e-06,4,0.196,8,152031,-5.559,0.439,1,The Honest Heart Collective,11/17,34,0
0.307,0.0954,119.994,0.0486,0.674,0.935,4,0.794,3,346587,-15.629,0.171,0,Christian Löffler,Ronda,58,0
0.774,0.158,174.027,0.0624,0.017,0.774,4,0.634,11,270343,-3.967,0.143,1,Amoss,2 Clicks,29,0
0.547,0.126,97.939,0.0621,0.291,0.000458,4,0.649,8,170428,-7.802,0.288,0,Azira,Ana Ba7lam Bik,27,0
0.969,0.0658,92.533,0.136,1.38e-05,0.138,4,0.467,8,213255,-4.604,0.158,1,Until the Dead Walk,Turning 23,42,0
0.384,0.114,140.057,0.0318,0.661,0.0,4,0.455,7,226240,-8.114,0.154,1,Isadora Pompeo,História,57,0
0.386,0.15,142.371,0.0441,0.75,0.0,4,0.589,5,127800,-8.013,0.518,0,Peggy Lee,Alone Together,51,0
0.582,0.0535,89.893,0.208,0.594,0.0,4,0.641,1,216853,-8.08,0.756,0,Lucas e Orelha,Se Você Acreditar,39,0
0.717,0.149,189.846,0.326,0.279,0.000514,4,0.559,0,190830,-5.638,0.459,0,Tamtam,ISMAK,30,0
0.842,0.147,96.012,0.0373,0.0827,0.448,4,0.46,7,240733,-4.937,0.342,1,Strand of Oaks,Galacticana,47,0
0.261,0.184,82.435,0.0424,0.424,6.64e-05,4,0.631,5,420693,-10.988,0.581,0,Miles Davis,"All of You (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)",50,0
0.666,0.104,123.998,0.076,0.0927,0.00574,4,0.706,7,240121,-6.51,0.338,0,Kaskade,Lessons In Love v3,0,0
0.727,0.428,120.031,0.0386,0.0341,1.03e-05,4,0.705,8,200133,-4.524,0.762,0,Majid Jordan,Summer Rain,62,0
0.55,0.174,106.961,0.046,0.575,1.85e-06,4,0.658,2,269159,-10.187,0.577,0,Atif Aslam,Kadi Te Has Bol,60,0
0.461,0.162,131.878,0.0482,0.668,0.17,4,0.583,5,545347,-9.58,0.516,0,Jackie McLean,Blues Inn - Remastered,50,0
0.934,0.39,173.945,0.0763,0.00128,0.00424,4,0.382,9,240345,-1.316,0.259,0,Koven,Say What You Want,51,0
0.362,0.128,140.031,0.0262,0.29,0.00529,3,0.468,9,315491,-10.704,0.257,1,Inhaler,Fade Into You,57,0
0.597,0.0665,145.905,0.0334,0.346,0.000316,4,0.32,0,412603,-5.55,0.137,1,Victor Valente,Porque Ele Vive,0,0
0.0374,0.0897,130.816,0.0475,0.837,0.0,5,0.619,0,222857,-25.212,0.574,1,Reina Khoury,Once Again (Acoustic),18,0
0.7,0.102,80.623,0.163,0.843,0.324,4,0.433,11,176186,-8.197,0.8,1,Magic Sam,All Your Love,51,0
0.456,0.121,120.091,0.0497,0.434,0.000293,4,0.839,4,202549,-9.676,0.77,1,Céu,Teimosa,51,0
0.231,0.142,73.103,0.0812,0.805,0.0,4,0.558,5,167493,-11.436,0.403,0,Dinah Washington,Teach Me Tonight,63,0
0.574,0.972,113.003,0.0362,0.807,4.63e-06,4,0.459,5,165969,-8.411,0.4,1,Cadu Pereira,Lua Amarela (Versão Acústica) - Ao Vivo,39,0
0.733,0.117,176.198,0.0433,0.0103,0.131,4,0.547,9,133440,-6.558,0.962,1,Ramones,Blitzkrieg Bop - 2001 Remastered Version,0,0
0.526,0.14,123.935,0.0415,0.129,0.0,4,0.598,10,168387,-8.659,0.529,0,MEDUZA,Lose Control,82,0
0.311,0.459,86.09,0.0401,0.904,0.00614,4,0.451,10,281035,-10.843,0.466,1,Obinrin Trio,Feito Fumaça,49,0
0.424,0.175,105.768,0.0392,0.669,0.00456,1,0.566,7,163440,-8.689,0.431,0,Otis Rush,Double Trouble,51,0
0.596,0.13,114.013,0.0363,0.165,0.757,4,0.75,7,257500,-15.529,0.039,0,TWO LANES,Eyes,56,0
0.104,0.191,76.497,0.101,0.913,0.0,4,0.443,0,185160,-17.042,0.394,1,Ella Fitzgerald,Dream A Little Dream Of Me - Single Version,69,0
0.585,0.0886,162.955,0.0504,0.902,0.899,4,0.711,7,152901,-9.498,0.706,0,santpoort,eons away,48,0
0.74,0.167,116.879,0.0284,0.0115,0.00678,4,0.64,4,216320,-4.083,0.785,1,Tame Impala,The Less I Know The Better,85,0
0.493,0.202,126.358,0.0467,0.804,0.266,4,0.612,5,570720,-8.589,0.484,0,Art Blakey,Moanin' - Remastered,57,0
0.495,0.0853,130.041,0.0797,0.481,0.0,4,0.84,5,180923,-5.155,0.527,0,MC Zaquin,Ô Moça,72,0
0.0304,0.116,90.495,0.0361,0.989,0.0555,3,0.355,1,211533,-20.479,0.188,1,Billie Holiday,I'll Be Seeing You,66,0
0.871,0.33,93.988,0.115,0.00751,0.00457,4,0.508,5,224681,-2.05,0.226,1,RL Grime,Fallaway,52,0
0.278,0.106,128.453,0.0329,0.662,0.000229,4,0.629,8,586493,-12.229,0.503,1,Miles Davis,"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",54,0
0.483,0.202,122.863,0.0542,0.15,0.0265,4,0.705,1,181786,-12.209,0.713,1,Junior Wells,She's A Sweet One,52,0
0.671,0.0768,84.956,0.137,0.243,3.57e-06,4,0.895,7,120000,-3.126,0.905,1,Rebecca,Tô Preocupada (Calma Amiga) (feat. Anitta),59,0
0.903,0.336,117.229,0.0455,0.00169,0.0,4,0.506,2,120360,-8.898,0.781,1,Descendents,Hope,56,0
0.756,0.0928,79.926,0.0387,0.0371,0.0,4,0.512,2,242581,-5.739,0.435,1,Suzanne Santo,Mercy,41,0
0.366,0.118,123.039,0.0436,0.538,0.0,3,0.617,11,250032,-12.396,0.352,0,Altamira,Quem Vai Fazer Você Feliz?,31,0
0.114,0.169,79.261,0.0399,0.912,0.919,4,0.308,5,439120,-20.291,0.163,1,Freddie Hubbard,The Things We Did Last Summer,51,0
0.976,0.158,101.285,0.0483,0.00672,2.47e-06,4,0.372,9,312040,-4.329,0.714,1,Iggy Pop,Lust For Life,46,0
0.625,0.204,103.355,0.0436,0.492,0.000418,4,0.633,0,147800,-10.951,0.841,1,Otis Rush,Working Man,54,0
0.747,0.139,145.047,0.0313,0.204,2.55e-05,4,0.72,7,182690,-4.413,0.919,1,David Shaw,Heavy Soul,43,0
0.0808,0.0723,95.37,0.0427,0.989,0.799,4,0.499,8,413307,-17.369,0.216,0,Hank Mobley,My Sin - Remastered 2000/Rudy Van Gelder Edition,47,0
0.551,0.219,102.934,0.0274,0.405,0.0,4,0.65,0,223999,-6.906,0.294,1,Arijit Singh,Ve Maahi,57,0
0.833,0.0733,122.022,0.0504,0.0121,0.917,4,0.827,1,204905,-8.103,0.96,0,Nuage,Luma,43,0
0.779,0.0917,137.952,0.064,0.0271,0.0,4,0.459,1,454133,-7.99,0.182,0,Isaias Saad,Ruja o Leão / Que Se Abram Os Céus - Ao Vivo,63,0
0.967,0.0697,173.997,0.154,0.00743,4.15e-05,4,0.643,11,220690,-4.826,0.554,0,Rusko,Sticks and Stones,36,0
0.56,0.458,125.304,0.0356,0.315,0.0,4,0.559,7,141600,-8.271,0.644,0,lalalaura,Borboletas,37,0
0.214,0.367,83.906,0.0348,0.976,0.00094,3,0.224,2,179373,-14.455,0.14,0,Sarah Vaughan,Misty,63,0
0.593,0.124,124.917,0.0379,0.418,0.0,4,0.841,1,162803,-7.846,0.808,1,Travis Scott,Goosebumps - Remix,86,0
0.23,0.0662,78.319,0.0348,0.931,0.497,4,0.394,3,477760,-10.475,0.358,1,John Coltrane,I'm Old Fashioned - Remastered 2003/Rudy Van Gelder Edition,54,0
0.973,0.071,100.292,0.202,0.516,0.0,5,0.692,11,165600,-1.154,0.568,1,Gloria Groove,Coisa Boa,33,0
0.548,0.0802,125.003,0.0855,0.118,0.913,4,0.832,2,378242,-10.601,0.376,1,1tbsp,Dhollandia,42,0
0.149,0.081,73.953,0.0414,0.163,0.0114,3,0.796,3,319360,-17.885,0.433,0,Albert Collins,"Cold, Cold Feeling",0,0
0.812,0.0521,109.993,0.0324,0.000306,0.746,4,0.674,10,314698,-7.939,0.788,1,Schwarz & Funk,As If It Was You - Beach House Mix,44,0
0.651,0.694,152.054,0.0311,0.804,0.0,4,0.579,6,213321,-8.511,0.769,0,Tiee,Acende o Celular - Ao Vivo,57,0
0.826,0.052,134.067,0.0528,0.182,0.0,4,0.682,8,168139,-4.854,0.688,0,Lexa,Provocar,61,0
0.502,0.101,142.062,0.159,0.774,0.000137,4,0.612,5,162272,-9.813,0.659,0,L7NNON,Mais Que Isso,63,0
0.351,0.123,122.712,0.101,0.813,0.0,4,0.578,11,240867,-12.432,0.476,0,Sarah Vaughan,Lullaby Of Birdland,56,0
0.255,0.105,130.837,0.032,0.886,2.08e-05,4,0.428,4,266080,-12.516,0.393,1,John Paul White,Sam Stone,36,0
0.479,0.118,149.876,0.0485,0.185,0.0,4,0.655,9,210822,-7.077,0.0929,1,Caspr,Snow,0,0
0.394,0.213,95.978,0.166,0.00687,1.73e-05,4,0.799,4,147565,-7.852,0.387,0,Ellise,Feeling Something Bad...,36,0
0.553,0.662,99.656,0.0334,0.423,2.37e-06,4,0.355,0,276965,-5.434,0.195,1,Gabriela Rocha,"Espírito, Enche A Minha Vida / Ao Único",45,0
0.445,0.0751,128.954,0.037,0.225,4.82e-06,4,0.815,4,231440,-9.906,0.913,0,Banda Soul Brother,Bem Melhor Assim,0,0
0.738,0.131,122.051,0.0397,0.437,0.889,4,0.606,7,302828,-7.976,0.0364,1,Sultan + Shepard,Indigo,3,0
0.715,0.0987,124.009,0.0336,0.123,0.861,4,0.506,0,297515,-10.633,0.103,1,Le Youth,Colour,56,0
0.624,0.351,147.507,0.0379,0.564,8.41e-06,4,0.369,11,161745,-7.913,0.68,1,Molly Tuttle,She'll Change,48,0
0.512,0.104,117.009,0.0408,0.838,0.88,4,0.364,8,283230,-11.396,0.131,0,Faodail,Bloom,44,0
0.705,0.348,74.487,0.0402,0.175,0.0,4,0.501,11,199680,-7.707,0.63,0,BÁRBARA SILVA,Mais um Trabalhador,44,0
0.483,0.212,130.939,0.047,0.0214,2.8e-05,4,0.356,2,124866,-10.707,0.326,1,Stéfano Loscalzo,o mundo já ta bom sem mim,32,0
0.526,0.195,153.813,0.038,0.0266,5.14e-06,3,0.265,6,326883,-13.154,0.313,0,Gabriela Rocha,Hosana - Ao Vivo,55,0
0.329,0.352,129.994,0.0333,0.262,0.75,4,0.648,7,228609,-9.92,0.138,0,Robotaki,Snow Angel,0,0
0.738,0.235,128.037,0.0396,0.00527,0.916,4,0.622,2,228880,-10.594,0.139,1,São Miguel,Love Affair,43,0
0.583,0.201,73.64,0.19,0.673,2.38e-06,4,0.492,8,178533,-9.927,0.798,1,Art Pepper,Four Brothers,53,0
0.768,0.0646,122.058,0.078,0.104,0.0,4,0.814,1,259672,-5.703,0.8,0,BIN,Quase uma Semana,68,0
0.143,0.138,78.792,0.0531,0.752,0.421,4,0.651,5,519600,-22.617,0.601,1,Herbie Mann,Comin' Home Baby,52,0
0.416,0.112,96.002,0.0246,0.882,0.000586,4,0.592,1,210080,-9.794,0.417,1,The Paper Kites,Bloom - Bonus Track,76,0
0.267,0.0622,77.588,0.0397,0.848,0.0,4,0.434,4,233684,-12.972,0.503,1,Raleigh Keegan,Carolina In My Mind,46,0
0.563,0.126,140.015,0.0382,0.0117,0.000115,4,0.706,7,191419,-9.806,0.806,1,Gal Costa,Paula e Bebeto,44,0
0.468,0.126,179.932,0.282,0.0135,0.0,4,0.566,11,207835,-10.51,0.385,0,NOVO,Nobody,19,0
0.672,0.379,90.969,0.0498,0.21,0.0,4,0.629,2,230747,-4.791,0.555,0,JUJU,こたえあわせ,63,0
0.912,0.0702,154.959,0.116,0.024,0.0,4,0.447,1,181644,-3.804,0.235,0,Tyler Posey,Shut Up (feat. phem & Travis Barker),52,0
0.747,0.225,107.992,0.0409,0.0963,0.0,4,0.628,0,175556,-5.488,0.431,1,Alok,In My Mind,69,0
0.106,0.12,113.528,0.0584,0.947,0.0835,4,0.781,9,407800,-17.396,0.313,0,Lionel Hampton,Louise,50,0
0.779,0.1,99.962,0.149,0.0534,2.54e-05,4,0.755,9,224853,-3.913,0.472,0,AleXa,Is It On,36,0
0.744,0.466,128.047,0.0368,0.0319,0.000458,4,0.639,6,240533,-8.377,0.825,0,Foals,My Number,4,0
0.85,0.0959,138.571,0.165,0.129,3.79e-06,4,0.44,7,163000,-6.196,0.637,1,Richard Hell,Blank Generation,0,0
0.435,0.0879,78.721,0.0385,0.568,0.00128,4,0.272,9,221066,-10.096,0.27,0,Amos Lee,Worry No More,63,0
0.345,0.0869,111.987,0.031,0.534,0.917,4,0.766,2,222857,-13.367,0.517,1,Joey Pecoraro,Driving On The Moon,43,0
0.947,0.0652,146.982,0.04,0.00195,0.0413,4,0.511,9,212000,-4.652,0.771,1,Ultra Q,It's Permanent,44,0
0.748,0.0491,124.02,0.0444,0.21,0.0793,4,0.884,1,185806,-4.67,0.601,1,Groove Delight,"Beat, Slow, Check",54,0
0.558,0.135,96.992,0.0428,0.551,4.65e-06,4,0.732,11,244387,-10.271,0.762,1,ANAVITÓRIA,Te amar é massa demais,59,0
0.81,0.0719,124.011,0.0359,0.131,0.673,4,0.55,7,317538,-8.673,0.135,1,Murtagh,9AM,45,0
0.479,0.135,183.255,0.0387,0.149,0.000423,4,0.627,7,242341,-7.648,0.494,0,Blood Orange,Charcoal Baby,0,0
0.847,0.0843,112.965,0.0498,0.00111,0.174,4,0.642,2,155533,-6.891,0.646,1,KID BRUNSWICK,The Feel,43,0
0.77,0.134,120.025,0.0377,0.0137,0.313,4,0.691,9,236000,-6.886,0.735,1,Martin Garrix,Mistaken (feat. Alex Aris) - DRAMA Remix,42,0
0.586,0.106,75.004,0.0958,0.0467,0.0,4,0.775,4,228000,-7.694,0.76,0,Binho Ribeiro,Tudo Bem,31,0
0.493,0.662,107.007,0.0387,0.555,0.0,4,0.578,4,172710,-4.904,0.286,0,Alta Hits,Um Vinho e Um Nude,30,0
0.612,0.202,82.851,0.344,0.0907,0.0,5,0.522,7,261639,-5.923,0.484,0,Borges,Proibidão 2021,63,0
0.722,0.115,126.739,0.146,0.0134,1.03e-05,5,0.698,1,155053,-6.571,0.753,1,Manu Gavassi,Deve ser horrível dormir sem mim,68,0
0.879,0.0488,128.019,0.0873,0.00447,0.143,4,0.795,10,271603,-7.372,0.712,0,Bassboy,Got A Groove,0,0
0.927,0.114,174.028,0.0458,0.000343,0.894,4,0.494,10,333035,-2.445,0.33,0,Keeno,Equinox,27,0
0.596,0.0966,113.278,0.0255,0.128,0.00484,4,0.716,11,189533,-8.503,0.487,1,Os Paralamas Do Sucesso,Lanterna Dos Afogados,64,0
0.618,0.738,156.006,0.381,0.732,0.000165,3,0.541,3,307316,-8.357,0.208,0,Kaskade,Give It Back,42,0
0.475,0.357,96.958,0.0325,0.324,2.41e-06,4,0.591,0,159293,-5.469,0.194,1,Fitness,Matter Of Time,32,0
0.717,0.206,114.02,0.0283,0.000496,0.0223,4,0.604,1,236463,-5.331,0.363,0,Smallpools,Ancient History,51,0
0.158,0.0972,66.965,0.0264,0.831,8.01e-05,4,0.465,5,234493,-12.966,0.271,1,Isaias Saad,Pertinho - Live,56,0
0.625,0.0976,84.611,0.0323,0.63,0.000211,4,0.255,0,218005,-8.31,0.191,1,Ross Copperman,Stars Are on Your Side,56,0
0.735,0.48,86.02,0.197,0.00174,0.817,4,0.303,6,200930,-4.95,0.245,0,Rohaan,People of Eve,19,0
0.771,0.358,75.058,0.144,0.234,3.26e-06,4,0.707,4,129600,-9.675,0.69,1,Jean Deaux,Belly,46,0
0.35,0.238,149.873,0.0389,0.204,0.00437,4,0.666,2,195866,-10.65,0.272,1,Shamoon Ismail,Promises,55,0
0.755,0.143,83.997,0.112,0.0967,2.25e-05,4,0.562,7,277693,-4.367,0.609,0,Dímelo Flow,Se Le Ve,78,0
0.824,0.115,89.929,0.0502,0.115,0.017,4,0.713,10,221435,-6.895,0.893,0,Robert Plant,Can't Let Go,54,0
0.468,0.0888,119.925,0.0395,0.736,0.111,3,0.74,9,198713,-10.107,0.263,0,Camila Zasoul,Tudo Que Restou,28,0
0.802,0.065,145.959,0.0512,0.355,0.0,4,0.654,10,240000,-4.168,0.739,0,Dada Yute,Aquarela Luz,62,0
0.472,0.0966,173.648,0.0306,0.296,7.75e-06,4,0.485,2,183627,-8.058,0.477,1,Foy Vance,We Can't Be Tamed,51,0
0.768,0.0948,95.97,0.0621,0.116,0.0011,4,0.782,6,220625,-5.377,0.295,0,Tamer Nafar,The Beat Never Goes Off (feat. MC Abdul & Noel Kharman),33,0
0.63,0.0936,157.948,0.0697,0.619,0.0,4,0.63,2,162057,-7.674,0.942,1,Di Propósito,Manda Áudio,0,0
0.925,0.099,147.042,0.0767,0.0171,0.00181,4,0.474,7,215510,-6.219,0.198,1,The Drives,You Would Always Say,38,0
0.682,0.128,123.014,0.0316,0.0401,0.759,4,0.595,1,202963,-8.08,0.0908,0,AVIRA,Late Delivery,45,0
0.21,0.119,130.518,0.0362,0.933,0.00218,4,0.323,0,187253,-12.312,0.0841,1,Aubrie Sellers,Far From Home,47,0
0.26,0.0898,153.947,0.0305,0.846,0.0,3,0.259,5,374097,-12.373,0.103,1,Ministério Mergulhar,Eu Me Rendo (I Surrender) - Acústico,54,0
0.556,0.0645,89.845,0.0856,0.0995,0.0,4,0.716,9,170167,-4.932,0.487,0,Louis Futon,Silk Jam,35,0
0.809,0.203,87.076,0.246,0.0333,3.64e-05,4,0.422,11,160067,-5.607,0.735,1,Vampire Weekend,Diane Young,57,0
0.208,0.107,96.609,0.0324,0.824,3.7e-06,4,0.629,5,215564,-16.225,0.685,1,Jason Isbell and the 400 Unit,If We Were Vampires,67,0
0.548,0.0711,119.261,0.0365,0.285,0.144,4,0.483,5,329993,-12.633,0.348,0,Past Palms,Rainwater,42,0
0.753,0.101,127.018,0.0347,0.0014,0.849,4,0.722,2,212314,-6.905,0.781,1,Loods,Riviera,45,0
0.555,0.108,122.02,0.0405,0.45,0.877,4,0.547,6,224262,-11.731,0.326,1,Lane 8,Groundhog Day,51,0
0.286,0.136,89.74,0.0287,0.41,0.00671,4,0.536,2,201627,-12.444,0.242,1,Birdtalker,Better Days,57,0
0.541,0.182,116.009,0.0343,0.0327,0.633,4,0.76,9,364138,-11.176,0.0673,1,Lstn,Called,47,0
0.448,0.0948,129.949,0.388,0.174,5.6e-06,4,0.911,9,116596,-2.439,0.54,1,Dj Wesley Gonzaga,Mtg Ta Brotando No Plantão Pra Tira Foto Com Revolver,70,0
0.675,0.0959,101.982,0.0396,0.000437,2.08e-05,4,0.69,8,244469,-7.903,0.286,1,Zabelê,Masculino e Feminino,0,0
0.87,0.304,173.929,0.0362,0.00105,0.00634,4,0.481,9,228645,-4.521,0.0948,1,Friction,Falling Down,56,0
0.852,0.0907,109.036,0.166,0.488,5.94e-06,4,0.82,11,221573,-2.567,0.82,0,aespa,Next Level,80,0
0.0288,0.118,130.838,0.0467,0.994,0.895,4,0.45,7,274333,-17.388,0.358,1,Art Farmer,"Goodbye, Old Girl",53,0
0.719,0.874,151.886,0.0424,0.647,0.0,4,0.603,9,214966,-7.939,0.698,1,Sorriso Maroto,Eu Topo - Ao Vivo,64,0
0.859,0.139,178.021,0.0531,0.0334,0.0774,4,0.366,1,201147,-5.957,0.569,1,Frightened Rabbit,Get Out,17,0
0.861,0.227,131.995,0.0327,0.00222,0.18,4,0.595,1,237013,-3.907,0.892,0,White Reaper,Might Be Right,53,0
0.608,0.0828,144.896,0.0381,0.0138,1.3e-06,4,0.573,9,185586,-7.431,0.28,1,The Score,Big Dreams,0,0
0.459,0.0906,109.997,0.0948,0.00323,0.0,4,0.759,8,164442,-5.187,0.695,1,BTS,Butter,36,0
0.472,0.0858,78.975,0.137,0.601,0.0,4,0.432,4,218639,-7.958,0.113,0,Rilès,1000 REASONS,53,0
0.433,0.466,111.938,0.0342,0.227,0.0,4,0.666,1,162875,-8.655,0.489,0,Borges,Seu Lugar,60,0
0.59,0.104,173.623,0.359,0.725,0.0,4,0.517,4,235135,-8.269,0.831,0,Kiaz,Censura e Prazer,30,0
0.859,0.4,132.419,0.147,0.158,0.0,4,0.566,1,159104,-7.088,0.785,1,Raquel,Las Muchachas De Copacabana,35,0
0.709,0.173,169.937,0.0649,0.454,0.0288,4,0.554,9,186400,-7.042,0.796,0,Marisa Monte,Calma,52,0
0.307,0.11,91.022,0.0681,0.433,0.0,4,0.656,11,232111,-12.341,0.0861,0,Agnes Nunes,São Paulo,51,0
0.801,0.0825,133.769,0.0514,0.123,0.0,4,0.651,0,200480,-7.34,0.776,1,The Clash,London Calling - Remastered,73,0
0.449,0.116,83.88,0.0288,0.628,0.025,4,0.552,0,247948,-8.024,0.171,0,David Nail,Forgiveness,56,0
0.5,0.126,98.037,0.0256,0.41,0.000474,4,0.567,11,192634,-10.813,0.473,1,Roberta Campos,Começa Tudo Outra Vez,38,0
0.674,0.0664,96.957,0.0361,0.415,6.74e-06,4,0.698,4,160705,-8.698,0.858,1,Pato Fu,Antes Que Seja Tarde (Acústico),37,0
0.722,0.115,137.992,0.0467,0.00481,0.000441,4,0.46,8,186087,-5.338,0.371,1,Smash Into Pieces,The Rain,59,0
0.303,0.0889,98.282,0.0384,0.812,0.0,3,0.48,5,180453,-13.675,0.643,1,Guitar Slim,The Things That I Used To Do,47,0
0.798,0.176,84.696,0.124,0.00033,0.692,4,0.32,10,209040,-7.078,0.74,0,Joy Division,Disorder - 2007 Remaster,1,0
0.719,0.0663,111.398,0.0445,0.0217,5.09e-06,4,0.44,8,196777,-6.645,0.523,0,The Black Keys,Shine A Little Light,59,0
0.97,0.371,163.871,0.16,0.00153,4.51e-05,4,0.485,9,186506,-2.695,0.623,1,Mother Mother,Life,61,0
0.723,0.12,119.987,0.039,0.436,0.903,4,0.527,1,248000,-11.119,0.0359,1,Lstn,Floral Decor,46,0
0.7,0.57,78.002,0.031,0.0202,2.63e-06,4,0.464,2,200360,-4.007,0.58,1,Cold War Kids,First,0,0
0.444,0.373,149.982,0.419,0.636,0.0,4,0.86,7,219819,-9.357,0.885,0,Tribo da Periferia,Nada Pra Oferecer - Acústico Vivências,53,0
0.434,0.165,119.134,0.0735,0.716,0.0,4,0.499,8,164840,-11.48,0.727,1,Anita O'Day,Love For Sale,0,0
0.838,0.171,131.006,0.0301,0.000262,0.00439,4,0.543,7,195105,-5.303,0.502,1,Pete Yorn,Elizabeth Taylor,47,0
0.594,0.133,125.892,0.24,0.854,0.00264,4,0.678,6,249534,-12.482,0.144,0,49th & Main,Catching Eyes,0,0
0.667,0.107,104.181,0.0423,0.154,0.0,4,0.653,10,213869,-6.764,0.556,0,Sam Smith,Diamonds,78,0
0.701,0.066,175.891,0.0254,0.0492,0.155,4,0.511,9,221643,-5.452,0.894,1,Kids In America,La La (feat. The Mowgli's),37,0
0.948,0.429,85.044,0.063,0.0468,0.0,4,0.512,11,187823,-2.235,0.71,0,Eva Under Fire,Unstoppable,50,0
0.834,0.281,121.989,0.0412,0.141,0.866,4,0.693,9,177053,-7.0,0.0738,0,Fake Blonde,Nord,43,0
0.305,0.0916,79.211,0.0336,0.747,0.0,4,0.611,4,234320,-8.107,0.218,1,Tucker Beathard,Find Me Here - Broke Down,0,0
0.454,0.339,113.994,0.0266,0.0746,0.121,4,0.736,8,195707,-9.339,0.396,1,Foxing,Go Down Together,13,0
0.516,0.0548,90.309,0.0255,0.224,0.286,4,0.554,9,324267,-6.819,0.562,0,B.B. King,The Thrill Is Gone,0,0
0.834,0.346,120.039,0.0299,0.0408,0.0,4,0.555,8,231610,-3.541,0.771,1,DISH//,沈丁花,67,0
0.374,0.324,84.92,0.125,0.268,0.0189,4,0.671,11,119652,-11.489,0.519,0,Berhana,Golden,50,0
0.144,0.0965,84.787,0.0365,0.912,0.000118,4,0.47,10,284560,-12.824,0.243,1,Miles Davis,Stella By Starlight (feat. John Coltrane & Bill Evans),57,0
0.588,0.138,114.973,0.0705,0.31,0.00016,4,0.754,1,192000,-6.169,0.506,0,NaLua,Time Lapse,17,0
0.611,0.176,90.535,0.0353,0.129,0.887,4,0.359,4,281403,-8.914,0.0878,0,Trashlagoon,Hotel Moonlight,48,0
0.788,0.29,159.986,0.0396,0.0089,0.0,4,0.539,9,196173,-3.227,0.357,0,Cage The Elephant,Skin and Bones,64,0
0.587,0.0707,124.999,0.0451,0.000208,0.448,4,0.649,3,412538,-9.552,0.743,0,Rita Lee,Vírus Do Amor - Krystal Klear Remix,40,0
0.868,0.584,92.998,0.0341,0.00882,0.00244,4,0.662,5,200645,-4.025,0.353,1,David Guetta,Let's Love,75,0
0.858,0.0707,119.996,0.0655,0.194,0.886,4,0.732,5,259307,-12.327,0.0398,1,Sun-El Musician,Woza,46,0
0.926,0.1,125.033,0.0992,0.0124,0.0144,4,0.738,8,205560,-6.089,0.419,1,Martin Garrix,Diamonds,67,0
0.377,0.332,88.973,0.0697,0.586,0.0,4,0.673,0,201467,-14.141,0.713,1,Louis Armstrong,Mack the Knife,60,0
0.376,0.0976,158.089,0.0431,0.933,0.86,4,0.518,9,233560,-18.248,0.744,0,"Bobby ""Blue"" Bland",Ain't No Love In The Heart Of The City - Single Version,62,0
0.943,0.276,163.946,0.0808,0.00105,0.0,4,0.42,6,186147,-5.436,0.484,1,Beach Bunny,Oxygen,61,0
0.4,0.111,120.019,0.0319,0.294,0.906,4,0.63,9,231250,-16.113,0.0516,0,TWO LANES,Reflections,56,0
0.675,0.0465,120.009,0.0388,0.00292,0.849,4,0.682,1,237500,-9.887,0.362,1,A.M.R,Smile,49,0
0.809,0.216,107.21,0.068,0.145,5.75e-05,4,0.705,5,218131,-4.484,0.508,1,Tiwa Savage,Somebody’s Son (Ft Brandy),68,0
0.744,0.821,152.086,0.0419,0.576,0.0,4,0.561,4,203289,-6.402,0.634,1,Turma do Pagode,Muito Cedo,58,0
0.723,0.407,125.094,0.117,0.0229,0.0,4,0.792,11,197808,-3.862,0.925,1,Sting,Rushing Water,61,0
0.334,0.289,146.178,0.0425,0.83,9.61e-05,4,0.669,9,188400,-16.205,0.592,0,Howlin' Wolf,Smokestack Lightnin',0,0
0.489,0.148,164.003,0.0336,0.303,0.0,4,0.483,4,218616,-9.531,0.419,1,Arthur Pares,Mundo Real,30,0
0.811,0.127,145.009,0.0315,0.00519,0.0,4,0.54,5,197738,-3.534,0.677,1,Wilderado,Head Right,53,0
